best_control,best_control_score,case_id,case_pass,controls_close,margin,true_score
shuffled_smpl_feature,0.6571512431027888,current_v895_0021_03,True,False,0.2885172583041191,0.945668501406908
shuffled_smpl_feature,0.6602720604622364,0021_03_frame001,True,False,0.27871313380360596,0.9389851942658424
shuffled_smpl_feature,0.6524102437496185,0012_11_frame001,True,False,0.2568376806378364,0.9092479243874549
shuffled_smpl_feature,0.6550893775373697,0013_01_frame001,True,False,0.22399648807942862,0.8790858656167984
