case,config,prediction,ply,steps,max_points,device,history_json,model_owned_student_output,teacher_points_used_at_inference,raw_kinect_depth_used_at_inference,facial_detail_target_applicable,face_detail_claim_allowed,feature_bank_fallback_used,infill_aligned_to_baseline_frame,alignment_type,alignment_axis_scale_json,connected_infill_points,connected_infill_distance_mean,part_quota_json,strict_preserve_ratio,strict_preserve_conf_mean,strict_weak_nonpreserve_mean,proposal_edit_ratio,v205_proposal_npz,visible_lock_ratio,proposal_edit_points,proposal_score_top_mean,pca_thickness_ratio,eigen_ratio_small_large,section_count,multi_layer_section_ratio,dense_section_ratio,front_back_separation_ratio,mean_thin_axis_layers,depth_layer_entropy,torso_cross_section_area_cv_proxy,occupied_voxels,largest_component_ratio,component_count,part_largest_component_ratio_mean,anti_billboard_score_v2,billboard_risk_v2,billboard_fail_v2,adjacency_collision_score_v4,adjacency_collision_fail_v4,part_presence_score,valid_contact_score,invalid_overlap_penalty,adjacent_overmerge_penalty,distant_separation_score,semantic_order_score,combined_topology_volume_score_v4,combined_fail_v4
0012_11_frame001,forced_edit_budget_selection_true,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/0012_11_frame001/forced_edit_budget_selection_true/predictions.npz,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/0012_11_frame001/forced_edit_budget_selection_true/full_scene_rgb_pointcloud.ply,300,8192,cuda,"[{""step"": 1, ""loss"": 4.561407566070557, ""pose_width"": 0.0042784325778484344, ""completeness"": 0.1153164803981781, ""preserve_residual"": 4.450503547559492e-05, ""visible_rgb_lock"": 1.0551324294283404e-06, ""nonregression_lock"": 0.5160977244377136, ""preserve_occ"": 0.553901195526123, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.6343244314193726, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 3.82094669342041}, {""step"": 50, ""loss"": 3.1426796913146973, ""pose_width"": 0.0006373737705871463, ""completeness"": 0.0, ""preserve_residual"": 2.3819750367692905e-06, ""visible_rgb_lock"": 2.4081384708551923e-07, ""nonregression_lock"": 5.600510485237464e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 8.30115022836253e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.01993030123412609}, {""step"": 100, ""loss"": 3.127070426940918, ""pose_width"": 0.0005632002139464021, ""completeness"": 0.0, ""preserve_residual"": 5.98364124471118e-07, ""visible_rgb_lock"": 1.0745530687472638e-07, ""nonregression_lock"": 5.177408456802368e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 7.631254266016185e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.010390973649919033}, {""step"": 150, ""loss"": 3.121915102005005, ""pose_width"": 0.0004697025287896395, ""completeness"": 0.0, ""preserve_residual"": 3.020013537025079e-07, ""visible_rgb_lock"": 8.030662002056488e-08, ""nonregression_lock"": 3.656795161077753e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 5.385477561503649e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0062752095982432365}, {""step"": 200, ""loss"": 3.1200685501098633, ""pose_width"": 0.00038305192720144987, ""completeness"": 0.0, ""preserve_residual"": 2.3011021710317436e-07, ""visible_rgb_lock"": 6.625403159432608e-08, ""nonregression_lock"": 2.296151069458574e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 3.6116129194851965e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.004811166785657406}, {""step"": 250, ""loss"": 3.118164539337158, ""pose_width"": 0.0003459401777945459, ""completeness"": 0.0, ""preserve_residual"": 1.7660788387274806e-07, ""visible_rgb_lock"": 4.672327236221463e-08, ""nonregression_lock"": 1.5800156688783318e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 2.5390669179614633e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.005572766065597534}, {""step"": 300, ""loss"": 3.116196632385254, ""pose_width"": 0.00033429317409172654, ""completeness"": 0.0, ""preserve_residual"": 1.5331998781675793e-07, ""visible_rgb_lock"": 4.2394979971049906e-08, ""nonregression_lock"": 1.1867188732139766e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 1.8730479496298358e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.005135813727974892}]",True,False,False,False,False,False,True,robust_per_axis_v950_to_v140,"[0.4353169798851013, 0.3149559795856476, 0.18000000715255737]",4335,0.026623325422406197,"{""forced_budget"": true, ""target_infill"": 7200, ""target_mask_points"": 3600, ""target_parts"": [0, 1, 2, 3, 4, 6, 7], ""part_0_forced_quota"": 3024, ""part_0_selected"": 3, ""part_1_forced_quota"": 720, ""part_1_selected"": 720, ""part_2_forced_quota"": 720, ""part_2_selected"": 720, ""part_3_forced_quota"": 720, ""part_3_selected"": 720, ""part_4_forced_quota"": 720, ""part_4_selected"": 720, ""part_6_forced_quota"": 720, ""part_6_selected"": 720, ""part_7_forced_quota"": 732, ""part_7_selected"": 732, ""selected_infill"": 4335, ""mean_visible_distance"": 0.026623325422406197, ""mean_target_distance"": 0.14743700623512268, ""mean_proposal_score"": 0.5243288278579712}",0.9570333333333333,1.0,0.6327206492424011,0.06,/workspace/repo/output/V20500000000000000000_learned_part_proposals/0012_11_frame001/proposal_scores.npz,0.52,3600,0.793498694896698,0.4511899713839219,0.020000313193641473,160,0.31875,0.10625,0.0,2.2625,0.1285046285020847,0.4275714254562041,262,0.9274809160305344,7,0.6309885464519018,0.4404680743458987,0.6016481605698389,True,0.5502943828933762,True,1.0,0.5541358676490402,0.7873926351377716,0.6043496368345093,0.32886487564395084,0.6666666666666666,0.49098817627773833,True
0013_01_frame001,forced_edit_budget_selection_true,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/0013_01_frame001/forced_edit_budget_selection_true/predictions.npz,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/0013_01_frame001/forced_edit_budget_selection_true/full_scene_rgb_pointcloud.ply,300,8192,cuda,"[{""step"": 1, ""loss"": 4.623791694641113, ""pose_width"": 0.0035128481686115265, ""completeness"": 0.16341277956962585, ""preserve_residual"": 2.1704876417061314e-05, ""visible_rgb_lock"": 1.737704565130116e-06, ""nonregression_lock"": 0.4804579019546509, ""preserve_occ"": 0.6026450395584106, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.6115617752075195, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 4.010900497436523}, {""step"": 50, ""loss"": 3.142021656036377, ""pose_width"": 0.0006621397915296257, ""completeness"": 0.0, ""preserve_residual"": 5.623678589472547e-06, ""visible_rgb_lock"": 2.2188751813700947e-07, ""nonregression_lock"": 7.900103082647547e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.0001265606115339324, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.02992786280810833}, {""step"": 100, ""loss"": 3.1257681846618652, ""pose_width"": 0.000631238566711545, ""completeness"": 0.0, ""preserve_residual"": 1.666515117904055e-06, ""visible_rgb_lock"": 8.470465218124446e-08, ""nonregression_lock"": 4.864847142016515e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 8.790729043539613e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.010519388131797314}, {""step"": 150, ""loss"": 3.120327949523926, ""pose_width"": 0.0005246562650427222, ""completeness"": 0.0, ""preserve_residual"": 7.526310810135328e-07, ""visible_rgb_lock"": 5.455346041571829e-08, ""nonregression_lock"": 3.6748373531736434e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 6.493544788099825e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.004832853097468615}, {""step"": 200, ""loss"": 3.1189284324645996, ""pose_width"": 0.00041727712959982455, ""completeness"": 0.0, ""preserve_residual"": 3.431181880841905e-07, ""visible_rgb_lock"": 4.310939161200622e-08, ""nonregression_lock"": 2.548880729591474e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 4.3458578147692606e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0035057810600847006}, {""step"": 250, ""loss"": 3.118039608001709, ""pose_width"": 0.0003664231626316905, ""completeness"": 0.0, ""preserve_residual"": 1.948558008280088e-07, ""visible_rgb_lock"": 3.448018759399929e-08, ""nonregression_lock"": 1.8650498532224447e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 2.970330388052389e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.004949020687490702}, {""step"": 300, ""loss"": 3.117094039916992, ""pose_width"": 0.0003472433309070766, ""completeness"": 0.0, ""preserve_residual"": 1.3083042915695842e-07, ""visible_rgb_lock"": 3.640962020767802e-08, ""nonregression_lock"": 1.3989658327773213e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 2.0630799554055557e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0037577843759208918}]",True,False,False,False,False,False,True,robust_per_axis_v950_to_v140,"[0.46477022767066956, 0.3285066485404968, 0.22002629935741425]",3037,0.02173602767288685,"{""forced_budget"": true, ""target_infill"": 7200, ""target_mask_points"": 3600, ""target_parts"": [0, 1], ""part_0_forced_quota"": 3024, ""part_0_selected"": 13, ""part_1_forced_quota"": 3024, ""part_1_selected"": 3024, ""selected_infill"": 3037, ""mean_visible_distance"": 0.02173602767288685, ""mean_target_distance"": 0.02835162915289402, ""mean_proposal_score"": 0.17716281116008759}",0.9566333333333333,1.0,0.6275384426116943,0.06,/workspace/repo/output/V20500000000000000000_learned_part_proposals/0013_01_frame001/proposal_scores.npz,0.52,3600,0.7603955268859863,0.3660729359265309,0.010931518392427286,208,0.1201923076923077,0.038461538461538464,0.10576923076923077,1.5721153846153846,0.06331898865536373,0.39124283845230556,301,0.8438538205980066,11,0.7012611067778959,0.35207339924244657,0.6836967576857476,True,0.5896493189041491,True,1.0,0.6215301536616841,0.6947096542122467,0.5586800649580946,0.306306847860728,0.6666666666666666,0.4613583222868297,True
0021_03_frame001,forced_edit_budget_selection_true,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/0021_03_frame001/forced_edit_budget_selection_true/predictions.npz,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/0021_03_frame001/forced_edit_budget_selection_true/full_scene_rgb_pointcloud.ply,300,8192,cuda,"[{""step"": 1, ""loss"": 4.481968879699707, ""pose_width"": 0.0030073896050453186, ""completeness"": 0.10593685507774353, ""preserve_residual"": 3.5782439226750284e-05, ""visible_rgb_lock"": 2.326777121197665e-06, ""nonregression_lock"": 0.5593209862709045, ""preserve_occ"": 0.534999430179596, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.512154221534729, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 3.8174240589141846}, {""step"": 50, ""loss"": 3.160095691680908, ""pose_width"": 0.0005244903732091188, ""completeness"": 0.0, ""preserve_residual"": 9.528301234240644e-06, ""visible_rgb_lock"": 2.1976090920361457e-06, ""nonregression_lock"": 0.0002634260163176805, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.00021803562412969768, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.048324503004550934}, {""step"": 100, ""loss"": 3.135333299636841, ""pose_width"": 0.0003855734830722213, ""completeness"": 0.0, ""preserve_residual"": 1.9784872620220995e-06, ""visible_rgb_lock"": 7.863532118790317e-07, ""nonregression_lock"": 0.00015970910317264497, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 8.756761235417798e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.016847284510731697}, {""step"": 150, ""loss"": 3.1250946521759033, ""pose_width"": 0.0003211067814845592, ""completeness"": 0.0, ""preserve_residual"": 9.24809114621894e-07, ""visible_rgb_lock"": 3.228002185551304e-07, ""nonregression_lock"": 0.00010222645505564287, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 4.954769246978685e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.013248564675450325}, {""step"": 200, ""loss"": 3.120269536972046, ""pose_width"": 0.00027974724071100354, ""completeness"": 0.0, ""preserve_residual"": 4.838561267206387e-07, ""visible_rgb_lock"": 2.2872120553074637e-07, ""nonregression_lock"": 6.472415407188237e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 3.404383096494712e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0071321106515824795}, {""step"": 250, ""loss"": 3.1188693046569824, ""pose_width"": 0.0002655753050930798, ""completeness"": 0.0, ""preserve_residual"": 3.4292042982997373e-07, ""visible_rgb_lock"": 2.256348921036988e-07, ""nonregression_lock"": 4.26566693931818e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 2.4695476895431057e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0036809276789426804}, {""step"": 300, ""loss"": 3.1183664798736572, ""pose_width"": 0.0002611778909340501, ""completeness"": 0.0, ""preserve_residual"": 3.1795519817023887e-07, ""visible_rgb_lock"": 1.64230684163158e-07, ""nonregression_lock"": 2.9867951525375247e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 1.8612145140650682e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0041169654577970505}]",True,False,False,False,False,False,True,robust_per_axis_v950_to_v140,"[0.5570809245109558, 0.38094890117645264, 0.18000000715255737]",5865,0.03338675573468208,"{""forced_budget"": true, ""target_infill"": 7200, ""target_mask_points"": 3600, ""target_parts"": [0, 1, 2, 3, 4, 5, 6, 7], ""part_0_forced_quota"": 3024, ""part_0_selected"": 291, ""part_1_forced_quota"": 720, ""part_1_selected"": 720, ""part_2_forced_quota"": 1082, ""part_2_selected"": 1082, ""part_3_forced_quota"": 892, ""part_3_selected"": 892, ""part_4_forced_quota"": 720, ""part_4_selected"": 720, ""part_5_forced_quota"": 720, ""part_5_selected"": 720, ""part_6_forced_quota"": 720, ""part_6_selected"": 720, ""part_7_forced_quota"": 720, ""part_7_selected"": 720, ""selected_infill"": 5865, ""mean_visible_distance"": 0.03338675573468208, ""mean_target_distance"": 0.13696153461933136, ""mean_proposal_score"": 0.33454063534736633}",0.9473166666666667,0.979252278804779,0.6321507692337036,0.06,/workspace/repo/output/V20500000000000000000_learned_part_proposals/0021_03_frame001/proposal_scores.npz,0.31055,3600,0.5782432556152344,0.3477424769336433,0.022376912598353692,119,0.4789915966386555,0.3277310924369748,0.03361344537815126,2.991596638655462,0.16938406310250348,0.8629260309149951,271,0.977859778597786,3,0.5317670226113268,0.4679851606545741,0.6149770704266084,True,0.5536500825563542,True,1.0,0.6492238627677507,0.8206610853068506,0.6130933133025503,0.23866002043979842,0.6666666666666666,0.5073910247293929,True
current_v895_0021_03,forced_edit_budget_selection_true,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/current_v895_0021_03/forced_edit_budget_selection_true/predictions.npz,/workspace/repo/output/V20900000000000000000_forced_edit_budget_selection/current_v895_0021_03/forced_edit_budget_selection_true/full_scene_rgb_pointcloud.ply,300,8192,cuda,"[{""step"": 1, ""loss"": 4.523612976074219, ""pose_width"": 0.004109286703169346, ""completeness"": 0.124103844165802, ""preserve_residual"": 1.4709183233208023e-05, ""visible_rgb_lock"": 1.1674087545543443e-05, ""nonregression_lock"": 0.5211745500564575, ""preserve_occ"": 0.5568134188652039, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.550261378288269, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 3.6531805992126465}, {""step"": 50, ""loss"": 3.1559457778930664, ""pose_width"": 0.000626122928224504, ""completeness"": 0.0, ""preserve_residual"": 6.586188646906521e-06, ""visible_rgb_lock"": 5.962842806184199e-06, ""nonregression_lock"": 0.00032184532028622925, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.0002352840092498809, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.035168059170246124}, {""step"": 100, ""loss"": 3.1299877166748047, ""pose_width"": 0.0005384038086049259, ""completeness"": 0.0, ""preserve_residual"": 1.1657360801109462e-06, ""visible_rgb_lock"": 6.906655016791774e-07, ""nonregression_lock"": 0.00025295140221714973, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 0.00017598571139387786, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.013814805075526237}, {""step"": 150, ""loss"": 3.122466564178467, ""pose_width"": 0.0004403364728204906, ""completeness"": 0.0, ""preserve_residual"": 5.522953756553761e-07, ""visible_rgb_lock"": 3.986727961091674e-07, ""nonregression_lock"": 0.00011573083611438051, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 8.543703006580472e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.009485524147748947}, {""step"": 200, ""loss"": 3.119180202484131, ""pose_width"": 0.0004046905960422009, ""completeness"": 0.0, ""preserve_residual"": 3.94682672322233e-07, ""visible_rgb_lock"": 2.5216056087629113e-07, ""nonregression_lock"": 6.807561294408515e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 5.182175664231181e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.005737570114433765}, {""step"": 250, ""loss"": 3.117929220199585, ""pose_width"": 0.00037653703475371003, ""completeness"": 0.0, ""preserve_residual"": 3.0059365485612943e-07, ""visible_rgb_lock"": 2.0274407575016085e-07, ""nonregression_lock"": 4.5539673010353e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 3.31697883666493e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0038087593857198954}, {""step"": 300, ""loss"": 3.1174356937408447, ""pose_width"": 0.0003555954317562282, ""completeness"": 0.0, ""preserve_residual"": 2.66458243913803e-07, ""visible_rgb_lock"": 1.751830041030189e-07, ""nonregression_lock"": 3.2154486689250916e-05, ""preserve_occ"": 0.0, ""connected_occ"": 0.6200000047683716, ""target_occ"": 0.7599999904632568, ""edit_budget_target"": 0.699999988079071, ""edit_budget_locked"": 2.2743286535842344e-05, ""connectivity_target"": 0.5799999833106995, ""outside_occ"": 0.0, ""floating"": 0.0, ""grad_norm"": 0.0028544003143906593}]",True,False,False,False,False,False,True,robust_per_axis_v950_to_v140,"[0.5555160045623779, 0.3801652491092682, 0.18000000715255737]",5654,0.03532680124044418,"{""forced_budget"": true, ""target_infill"": 7200, ""target_mask_points"": 3600, ""target_parts"": [0, 1, 2, 3, 4, 5, 6, 7], ""part_0_forced_quota"": 3024, ""part_0_selected"": 12, ""part_1_forced_quota"": 720, ""part_1_selected"": 720, ""part_2_forced_quota"": 1128, ""part_2_selected"": 1128, ""part_3_forced_quota"": 900, ""part_3_selected"": 900, ""part_4_forced_quota"": 720, ""part_4_selected"": 720, ""part_5_forced_quota"": 734, ""part_5_selected"": 734, ""part_6_forced_quota"": 720, ""part_6_selected"": 720, ""part_7_forced_quota"": 720, ""part_7_selected"": 720, ""selected_infill"": 5654, ""mean_visible_distance"": 0.03532680124044418, ""mean_target_distance"": 0.13940675556659698, ""mean_proposal_score"": 0.3684566617012024}",0.9458166666666666,0.9724161028862,0.6443701386451721,0.06,/workspace/repo/output/V20500000000000000000_learned_part_proposals/current_v895_0021_03/proposal_scores.npz,0.3178,3600,0.5807119607925415,0.35359592140929286,0.02403803281959845,123,0.4634146341463415,0.22764227642276422,0.024390243902439025,2.747967479674797,0.16401367918110918,0.8738827076558837,261,0.9885057471264368,4,0.5284024808461512,0.4505856850323928,0.6342443876490185,True,0.5491505143346934,True,1.0,0.6282373910556166,0.8144246664401078,0.6261668213910812,0.244417365806995,0.6666666666666666,0.4959255065114512,True
