status,checkpoint,checkpoint_steps,human_point_count,environment_point_count,teacher_copy_leak_detected,true_to_v50r2_nn_mean,baseline_to_v50r2_nn_mean,no_smpl_to_v50r2_nn_mean,shuffled_to_v50r2_nn_mean,true_improves_baseline,true_improves_no_smpl,true_improves_shuffled,residual_mean,residual_p95,accepted_model_owned_student
V514_FAIL_CLOSED_NO_ACCEPTED_MODEL_OWNED_STUDENT_CONTINUE_REPAIR_NOT_PROMOTED,D:\vggt\vggt-canonical-surfel-adapter\output\V5080000000000000000000_v50r2_distillation_matrix\v50r2_distilled_true\checkpoint_4000.pt,4000,49152,22528,False,0.034198444336652756,0.03274044394493103,0.033338144421577454,0.03144135698676109,False,False,False,0.01248245406895876,0.03675812855362892,False
