case,label,human_pca_thickness_ratio,human_z_range,human_bbox_x,human_bbox_y,human_bbox_z,applied_ratio
0012_11_frame001,baseline,0.35827475786209106,0.20359379053115845,0.2424020767211914,0.574390709400177,0.20359379053115845,
0012_11_frame001,candidate,0.389149010181427,0.21788209676742554,0.2424020767211914,0.574390709400177,0.21788209676742554,0.12453333333333333
0012_11_frame001,posthoc surfel only,0.35295137763023376,0.20359379053115845,0.25880640745162964,0.5861755013465881,0.20359379053115845,
0012_11_frame001,same topology no semantic,0.1573963761329651,0.08434653282165527,0.25537627935409546,0.5429214835166931,0.08434653282165527,
0012_11_frame001,tiny synthetic token control,0.3581845760345459,0.20359379053115845,0.2693428099155426,0.574390709400177,0.20359379053115845,
0012_11_frame001,shuffled smpl feature,0.42806583642959595,0.26211702823638916,0.27140557765960693,0.6385838389396667,0.26211702823638916,
