status,steps,max_samples_per_view,source_checkpoint,output_checkpoint,true_to_v50r2_nn_mean,baseline_to_v50r2_nn_mean,no_smpl_to_v50r2_nn_mean,shuffled_to_v50r2_nn_mean,true_improves_baseline,true_improves_no_smpl,true_improves_shuffled,teacher_weight_count,history_last_loss
V515_OBSERVATION_BOUND_REPAIR_TRAIN_SUBSET_FAIL_CONTINUE_REPAIR_NOT_PROMOTED,240,768,D:\vggt\vggt-canonical-surfel-adapter\output\V5080000000000000000000_v50r2_distillation_matrix\v50r2_distilled_true\checkpoint_4000.pt,D:\vggt\vggt-canonical-surfel-adapter\output\V5150000000000000000000_observation_bound_repair_training\checkpoint_240.pt,0.030572986230254173,0.02895737998187542,0.0289676021784544,0.0310819149017334,False,False,True,4608,9.89161926554516e-05
