status,checkpoint,checkpoint_steps,human_point_count,environment_point_count,environment_ratio,human_span_x,human_span_y,human_span_z,human_thickness_ratio,true_paired_dist,baseline_paired_dist,no_smpl_paired_dist,paired_surface_pass,no_teacher_copy,human_main_full_scene_pass,anti_2d_proxy_pass,accepted_for_v509,mentor_ready
V517_HUMAN_MAIN_FULL_SCENE_CANDIDATE_READY_FOR_V509_V512_NOT_PROMOTED,output\V5150000000000000000000_observation_bound_repair_training\checkpoint_240.pt,240,36000,9000,0.2,0.44724178314208984,0.47349900007247925,0.5645030736923218,0.7922751903533936,0.00014440430095419288,0.0033717285841703415,0.0033717285841703415,True,True,True,True,True,False
