case,label,config,human_bbox_x,human_bbox_y,human_bbox_z,human_bbox_min_over_max,human_pca_range_1,human_pca_range_2,human_pca_range_3,human_pca_thickness_ratio,human_eigen_ratio_small_large,human_z_iqr,human_z_p95_p05,human_point_count,full_bbox_x,full_bbox_y,full_bbox_z,full_bbox_min_over_max,full_pca_range_1,full_pca_range_2,full_pca_range_3,full_pca_thickness_ratio,full_eigen_ratio_small_large,full_z_iqr,full_z_p95_p05,full_point_count,flatness_flag
0012_11_frame001,baseline,real_vggt_baseline_only,0.2424020804464817,0.574390709400177,0.20359379053115845,0.35445174721535233,0.5834408353659442,0.24235528366719924,0.20903214134073989,0.35827478755344805,0.01671019408736304,0.025312483310699463,0.05906248092651367,60000,1.5499999523162842,1.0436266660690308,0.20359379053115845,0.13135083664158348,1.1775160449302644,1.689657440426212,0.26764888047962393,0.22729956133674153,0.021414720589212486,0.045937538146972656,0.10781252384185791,84000,False
0012_11_frame001,candidate,candidate,0.23553306609392166,0.574390709400177,0.2000560760498047,0.34829267391653784,0.5818710830105351,0.23965319980455285,0.20964037086390166,0.36028662874815176,0.016056011319064662,0.02499997615814209,0.058437466621398926,60000,1.5499999523162842,1.0436266660690308,0.2000560760498047,0.12906844013178548,1.1751126500889022,1.6871582235816958,0.26436469280093344,0.22496965953088255,0.02122931722239611,0.04603186249732971,0.10750001668930054,84000,False
0012_11_frame001,posthoc,posthoc_surfel_only,0.25880640745162964,0.5861755013465881,0.20359379053115845,0.34732565599117304,0.5965978745502429,0.26137423409941796,0.21057001292558136,0.35295132937629675,0.01646345383770304,0.025312483310699463,0.05906248092651367,60000,1.5499999523162842,1.0556266605854034,0.20359379053115845,0.13135083664158348,1.183313432581476,1.6840375491625297,0.26699487587662996,0.22563326716756954,0.0213534406810008,0.045937538146972656,0.10781252384185791,84000,False
0012_11_frame001,same topology,same_topology_no_semantic,0.25537626445293427,0.5429214835166931,0.08434653282165527,0.15535677880218177,0.5424407076284808,0.25815728708718433,0.08537819354671586,0.15739636119859873,0.008973168734849346,0.0173722505569458,0.042330524325370766,60000,1.5499999523162842,1.089700162410736,0.22803640365600586,0.14712026494919145,1.244032206439597,1.704157601765091,0.23467837702746036,0.18864332917803361,0.019468425662024152,0.025509178638458252,0.10742170214653013,84000,False
0012_11_frame001,tiny,tiny_synthetic_token_control,0.2693428099155426,0.574390709400177,0.20359379053115845,0.35445174721535233,0.5863362672261925,0.27083866651193955,0.21001660896412952,0.35818457888962696,0.01669086222981672,0.025312483310699463,0.05906248092651367,60000,1.5499999523162842,1.0436266660690308,0.20359379053115845,0.13135083664158348,1.1668550817049526,1.6796277804205453,0.267867381326389,0.22956353837444324,0.021467031240905987,0.045937538146972656,0.10781252384185791,84000,False
0012_11_frame001,shuffled,shuffled_smpl_feature,0.27140556275844574,0.6385838389396667,0.26211702823638916,0.4104661161980235,0.6427574973565244,0.26507765012775936,0.2751425527977823,0.42806587854574085,0.022366011756291333,0.0234375,0.06114857196807866,60000,1.5499999523162842,1.1078197956085205,0.26211702823638916,0.1691077653548876,1.2499822203525157,1.695417138804455,0.2732788397724517,0.21862618149511162,0.023159850195179903,0.04296875,0.109375,84000,False
