status,checkpoint,checkpoint_steps,paired_visible_count,human_point_count,environment_point_count,teacher_copy_leak_detected,true_paired_dist,baseline_paired_dist,no_smpl_paired_dist,shuffled_paired_dist,true_vs_baseline_ratio,true_vs_no_smpl_ratio,true_vs_shuffled_ratio,true_paired_rgb_l1,baseline_paired_rgb_l1,true_head_paired_dist,baseline_head_paired_dist,true_torso_paired_dist,baseline_torso_paired_dist,true_leg_paired_dist,baseline_leg_paired_dist,true_improves_baseline,true_improves_no_smpl,true_improves_shuffled,rgb_not_worse_than_baseline,part_paired_surface_pass,paired_surface_pass,accepted_for_v509
V516_PAIRED_VISIBLE_SURFACE_CONTROL_SEPARATION_PASS_NEEDS_V509_V512_NOT_PROMOTED,output\V5150000000000000000000_observation_bound_repair_training\checkpoint_240.pt,240,24576,49152,22528,False,0.00014602153290373585,0.0033640656620264053,0.0033640656620264053,0.00042186999538292486,0.04340626717011735,0.04340626717011735,0.34612922109142735,0.005038818034032981,0.0075446634242932005,0.00010873179728677383,0.0032025059354276264,0.00014863456606596217,0.003416253290279351,0.0001660083592501234,0.003143017565113357,True,True,True,True,True,True,False
