status,steps,checkpoint,human_point_count,environment_point_count,environment_ratio,human_span_x,human_span_y,human_span_z,human_thickness_ratio,body_part_count,true_to_v50r2_nn_mean,vggt_visible_baseline_to_v50r2_nn_mean,no_smpl_graph_to_v50r2_nn_mean,weak_semantic_to_v50r2_nn_mean,shuffled_semantic_to_v50r2_nn_mean,smpl_graph_only_to_v50r2_nn_mean,true_beats_vggt_visible_baseline,true_beats_no_smpl_graph,true_beats_weak_semantic,true_beats_shuffled_semantic,true_beats_smpl_graph_only,true_beats_required_controls,anti_2d_proxy_pass,human_main_proxy_pass,no_teacher_copy,accepted_for_v509,mentor_ready,history_last_loss
V520_POSE_ALIGNED_SURFEL_GRAPH_CANDIDATE_READY_FOR_V509_REVIEW_NOT_PROMOTED,320,D:\vggt\vggt-canonical-surfel-adapter\output\V5200000000000000000000_pose_aligned_surfel_graph_repair\checkpoint_320.pt,27648,9000,0.2455795677799607,0.2985573709011078,0.3343762755393982,0.47274768352508545,0.6315364241600037,8,0.010236616054123562,0.029411703854027457,0.07101972424132014,0.05032958899552445,0.048728188330437294,0.023927386807095042,True,True,True,True,True,True,True,True,True,True,False,0.08126186579465866
