path,category,exists,size_bytes,sha256,json_readable,csv_readable,csv_columns,png_open,image_size,py_readable,mentions_raw_points_xy,raw_points_xy_main_risk,readable,npz_readable,npz_keys,zip_clean,zip_entry_count
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_environment_bundle.zip,bundle,True,131779,259766ae64209679cf5c0e7098cd453c84ff6d013c2595d0c3fcb2e4932464ee,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_local_closeups_bundle.zip,bundle,True,838645,d214649928199dd8f4b56760ac5df9023e6218d2eabe5a1486f564135e6d8403,,,,,,,,,,,,True,3
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_metrics_bundle.zip,bundle,True,7336,d8a6590ebee38ee8aad19344c4b4811df37c73d719010a3c0f7da6c9c237cad3,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_multisequence_bundle.zip,bundle,True,92261,4ad356643a7df47f4ee958787a98eb9d45208c8171400f1a93ac78bdd905dc87,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_photometric_matrix_bundle.zip,bundle,True,8167,c18ff9a667ab671f97a096b7d52b87580d5c15a0f6fbf3f211fc835553a2a843,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_predictions_bundle.zip,bundle,True,202474861,,,,,,,,,,,,,True,120
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_projection_assets_bundle.zip,bundle,True,802169,23ec3c2d086cd68c2499451889337b9dcb0d2684394f6af9ec6e0f39ec70fed1,,,,,,,,,,,,True,12
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_reports_bundle.zip,bundle,True,1833127,2e70746664027ec5f44496d71dffea6efe8bdb0e40434433b5ed278297e99dd4,,,,,,,,,,,,True,883
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_viewer_bundle.zip,bundle,True,6623687,2bc43b136e7c994f587fd0075a18aa0e8f9d9fc3bcf1c1db1a8486d4b3096b77,,,,,,,,,,,,True,8
D:\vggt\vggt-canonical-surfel-adapter\archive\V290000000000000000_visuals_bundle.zip,bundle,True,744128,1129ae847b9bfbcc2dda9f2d58b48bf2e667c5fd268249cb6f1def254ea41325,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_controls_bundle.zip,bundle,True,303152,250de7dc7aae482744ab7cc308cc3ed4127b987ac6e68f51ad5126bf55e49e97,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_core_bundle.zip,bundle,True,13037,2e5554b76ab87da4e221bf2c0c8a1d2b6b50fd1f9ccd5f5a03ae3df76f2b80b7,,,,,,,,,,,,True,4
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_environment_bundle.zip,bundle,True,312256,7292e9dada6003515bcd334f74e296745a13bc795d7445d63e8051ed37fa2795,,,,,,,,,,,,True,1
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_full_forward_effect_bundle.zip,bundle,True,6758640,79e07630818e4571c021ead906fc27171bac6847268874cf3f88fa8bc8028489,,,,,,,,,,,,True,9
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_high_density_predictions_bundle.zip,bundle,True,68535290,,,,,,,,,,,,,True,80
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_local_detail_bundle.zip,bundle,True,937995,29882f035e2a51a5fc77f4b7f6d9581c30d6dcd1d3985b626fcc0a38d34613af,,,,,,,,,,,,True,3
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_metrics_bundle.zip,bundle,True,2658,a17c2017d1c0e8bee5353fb0ac45a15e5c7d02be0c419ca1d68dc3cea2b945fa,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_multisequence_bundle.zip,bundle,True,313448,b2c68978e5b3f861bd5683fdb545b6299243c4470f1106e67058e692a51c8a6e,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_predictions_bundle.zip,bundle,True,68534490,,,,,,,,,,,,,True,80
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_reports_bundle.zip,bundle,True,2593,c736421d81cf390b291f2489e52031f18b3fe09bb151f8672cd22b4f8c80617f,,,,,,,,,,,,True,3
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_viewer_bundle.zip,bundle,True,312,dffb4f19b7a9fd6cdd934ad7e5fb7ca7632d51581b72c6e987d2872b7ed84078,,,,,,,,,,,,True,1
D:\vggt\vggt-canonical-surfel-adapter\archive\V55000000000000000_visuals_bundle.zip,bundle,True,928731,4793f6f69bae914b6c7946b50eebb66ecdb9b7a42ef6236876811a352a63be90,,,,,,,,,,,,True,3
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_auxiliary_source_label_bundle.zip,bundle,True,987736,8c45507e1d7c9071dec811eefba49a80bb21077a9c56838ac52dccae277b2dde,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_controls_bundle.zip,bundle,True,37032461,a648a2c100d7588fb6f6a3eed539ab659ba2cf7890fb4694d198b527fe2b7918,,,,,,,,,,,,True,72
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_core_bundle.zip,bundle,True,19908,5538788d86d88e767e3db997791ff9c9d35b9ed558c4971b1f4a7dccaff3d583,,,,,,,,,,,,True,3
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_local_detail_bundle.zip,bundle,True,1302362,a5596f06c6032883709bd77cb414bbd9f82efee618796e4e3a091cd19ceb5dfd,,,,,,,,,,,,True,5
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_metrics_bundle.zip,bundle,True,5872,f44e73a1ed90d56d16bd564024ec53dcff5f298433a531b049c71bcd0291cb3b,,,,,,,,,,,,True,3
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_multisequence_bundle.zip,bundle,True,23202100,cf70452f9446fe267835b645b8d0402be04f6a913fcc19226fc470c968c0198c,,,,,,,,,,,,True,42
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_predictions_bundle.zip,bundle,True,34474662,96f5d160a5b5636b79522810b46f49cbe9bd2a03b9ad28e674f6b968c71e5499,,,,,,,,,,,,True,64
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_reports_bundle.zip,bundle,True,394222,86920752fbdcc22eb5de032ae4b3f41aecb079fb6461341f648d26dd243cbbe5,,,,,,,,,,,,True,90
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_viewer_bundle.zip,bundle,True,731,646468019c567b861b0bc64c238ab8811971b5bbcd3ea4efb7e2802fcea3bec0,,,,,,,,,,,,True,1
D:\vggt\vggt-canonical-surfel-adapter\archive\V550000000000000_visuals_bundle.zip,bundle,True,10504619,c4a08120515409bb28b986c2cc766434ff261d32a07599071bf2a1485512fb58,,,,,,,,,,,,True,11
D:\vggt\vggt-canonical-surfel-adapter\archive\V950000000000000000_v950_core_bundle.zip,bundle,True,11184,0218df74985feb8b19f1427d7d32bef6838125d9aa460670fa847424bb6c99e3,,,,,,,,,,,,True,2
D:\vggt\vggt-canonical-surfel-adapter\archive\V950000000000000000_v950_predictions_bundle.zip,bundle,True,58036313,66967df8f7d3184d4a6c2b5ebe38cc2550ba447e296f20785a966475b6b6f5c8,,,,,,,,,,,,True,64
D:\vggt\vggt-canonical-surfel-adapter\archive\V950000000000000000_v950_reports_bundle.zip,bundle,True,3448,f6504c550e47404eb4bb9abadc5214fc345139d36872fb04151e050a422955a1,,,,,,,,,,,,True,4
D:\vggt\vggt-canonical-surfel-adapter\archive\V950000000000000000_v950_viewer_bundle.zip,bundle,True,3623016,35e214977bc10cdc006de10a04693615c811f43397bd20cf61e3957fa4ac39f9,,,,,,,,,,,,True,8
D:\vggt\vggt-canonical-surfel-adapter\archive\V950000000000000000_v950_visuals_bundle.zip,bundle,True,4588223,803cf4999871d167082293036151a999bbd9f3f1383868cb451ae12d62c05146,,,,,,,,,,,,True,4
