case,config,part_a,part_b,part_a_name,part_b_name,is_adjacent,mean_bbox_overlap,volume_bbox_overlap,thin_axis_overlap,normalized_center_distance,normalized_center_distance_xy,invalid_overlap_penalty,pair_separation_or_contact_score
0012_11_frame001,collision_aware_topology_true,1,6,torso_shoulder,left_foot_endpoint,False,0.9709404215927062,0.9700525230276856,1.0,0.26928862043683705,0.13744164031182235,1.0,0.37401197282894033
0012_11_frame001,collision_aware_topology_true,1,7,torso_shoulder,right_foot_endpoint,False,1.0,1.0,1.0,0.2634214446968606,0.22056713355078364,1.0,0.3658631176345286
0012_11_frame001,collision_aware_topology_true,2,3,left_arm_endpoint,right_arm_endpoint,False,0.5436768604222831,0.0,1.0,0.44372899787064274,0.20697356284484808,0.0,0.6162902748203372
0012_11_frame001,collision_aware_topology_true,2,4,left_arm_endpoint,left_leg,False,1.0,1.0,1.0,0.17983869532598032,0.07807496936022572,1.0,0.24977596573052824
0012_11_frame001,collision_aware_topology_true,2,5,left_arm_endpoint,right_leg,False,0.9225881298160856,0.9156777362858594,1.0,0.21326778561086795,0.08890829354177919,1.0,0.29620525779287216
0012_11_frame001,collision_aware_topology_true,2,6,left_arm_endpoint,left_foot_endpoint,False,1.0,1.0,1.0,0.09678461292419227,0.08495940796034396,1.0,0.1344230735058226
0012_11_frame001,collision_aware_topology_true,2,7,left_arm_endpoint,right_foot_endpoint,False,0.8938029210848578,0.8799727794845336,1.0,0.4253512281291538,0.2590177312601257,1.0,0.5907655946238248
0012_11_frame001,collision_aware_topology_true,3,4,right_arm_endpoint,left_leg,False,1.0,1.0,1.0,0.26627091457134083,0.1320285914459722,1.0,0.36982071468241784
0012_11_frame001,collision_aware_topology_true,3,5,right_arm_endpoint,right_leg,False,0.9967971149673698,0.9967868013803793,1.0,0.2377954487624424,0.12735829839427681,1.0,0.33027145661450336
0012_11_frame001,collision_aware_topology_true,3,6,right_arm_endpoint,left_foot_endpoint,False,0.808731021546904,0.7525501721219632,1.0,0.43752966233947266,0.18397530416668773,1.0,0.607680086582601
0012_11_frame001,collision_aware_topology_true,3,7,right_arm_endpoint,right_foot_endpoint,False,1.0,1.0,1.0,0.1400215108925808,0.11024687715430796,1.0,0.19447432068414
0012_11_frame001,collision_aware_topology_true,4,5,left_leg,right_leg,False,1.0,1.0,1.0,0.040575073941399406,0.015232142248949183,0.85,0.05635426936305473
0012_11_frame001,collision_aware_topology_true,4,6,left_leg,left_foot_endpoint,True,0.9191149447590862,0.9144642806728902,1.0,0.20008219339737385,0.09991912304783188,0.0,0.6349698052321079
0012_11_frame001,collision_aware_topology_true,4,7,left_leg,right_foot_endpoint,False,0.8829777175912684,0.8792068206041397,1.0,0.2730048911100976,0.20234497569559223,0.95,0.3791734598751356
0012_11_frame001,collision_aware_topology_true,5,6,right_leg,left_foot_endpoint,False,0.9400103848034597,0.9360020159126273,1.0,0.23323431124786229,0.11505488454047252,0.95,0.32393654339980876
0012_11_frame001,collision_aware_topology_true,5,7,right_leg,right_foot_endpoint,True,0.9122529844569064,0.9083607385368835,0.9925814541930797,0.2609801304067156,0.20530048165851564,0.0,0.3932994462362182
0012_11_frame001,collision_aware_topology_true,6,7,left_foot_endpoint,right_foot_endpoint,False,0.8466996879257067,0.8210390291884881,1.0,0.3916842656996116,0.19945012567344123,0.8,0.544005924582794
0013_01_frame001,multishell_topology_decoder_true,0,1,head_hair,torso_shoulder,True,0.6585535655444333,0.0,1.0,0.1947263856323451,0.17100996654800443,0.0,0.459637092707618
