status,steps,checkpoint,human_point_count,environment_point_count,environment_ratio,human_span_x,human_span_y,human_span_z,human_thickness_ratio,body_part_count,true_to_v50r2_nn_mean,vggt_visible_baseline_to_v50r2_nn_mean,no_smpl_graph_to_v50r2_nn_mean,weak_semantic_to_v50r2_nn_mean,shuffled_semantic_to_v50r2_nn_mean,smpl_graph_only_to_v50r2_nn_mean,true_beats_vggt_visible_baseline,true_beats_no_smpl_graph,true_beats_weak_semantic,true_beats_shuffled_semantic,true_beats_smpl_graph_only,true_beats_required_controls,head_to_v50r2_nn_mean,torso_to_v50r2_nn_mean,hand_to_v50r2_nn_mean,leg_to_v50r2_nn_mean,anti_2d_proxy_pass,human_main_proxy_pass,no_teacher_copy,accepted_for_v509,mentor_ready,history_last_loss
V519_CANONICAL_SURFEL_GRAPH_TRAINED_CANDIDATE_READY_FOR_V509_REVIEW_NOT_PROMOTED,240,D:\vggt\vggt-canonical-surfel-adapter\output\V5190000000000000000000_canonical_surfel_graph_training\checkpoint_240.pt,27648,9000,0.2455795677799607,0.15003111958503723,0.348219096660614,0.3826138377189636,0.3921215236186981,8,0.011351853689260463,0.027690401031961742,0.0668117952468052,0.04749509793477451,0.04540662491254417,0.021833831059221456,True,True,True,True,True,True,0.12242776797737014,0.02036039514861092,0.05011143258833211,0.1721740308176585,True,True,True,True,False,0.10100143402814865
